"HydroID","fragforest_1985_pct","fragforest_1990_pct","fragforest_1995_pct","fragforest_2002_pct","fragforest_2006_pct","fragforest_2010_pct","fragforest_2015_pct"
"201496175",0.311156266386995,0.317186680650236,0.330099632931306,0.327936549554274,0.327980248208355,0.330361824855794,0.325970110120608
"201496176",0.131313131313131,0.122334455667789,0.107744107744108,0.104377104377104,0.103254769921437,0.0998877665544332,0.0998877665544332
"201496177",0.360776439089692,0.377956269522535,0.383087907184293,0.388219544846051,0.416331994645248,0.414100847835788,0.409638554216867
"201496178",0.321531100478469,0.34066985645933,0.374162679425837,0.394736842105263,0.390909090909091,0.394736842105263,0.392822966507177
"201496179",0.310900255540195,0.316786058397218,0.329269825311047,0.326944828452935,0.327489422311591,0.329772527334423,0.325604289723933
"201496180",0.173360177735924,0.181077402262832,0.187145265562041,0.1899750227988,0.191334291288829,0.194158636347646,0.192467601349797
"201496181",0.32297165200391,0.340664711632454,0.347702834799609,0.360410557184751,0.36119257086999,0.358846529814272,0.358162267839687
"201496182",0.212384086150165,0.212384086150165,0.240352976368531,0.228387675740353,0.23422075979659,0.235417289859408,0.234819024827999
"201496183",0.249612985979035,0.248896457163077,0.248657614224424,0.249915962669733,0.246178512981556,0.247279844309788,0.245444292096068
"201496184",0.511894995898277,0.498769483182937,0.484823625922888,0.467596390484003,0.454470877768663,0.454470877768663,0.453650533223954
"201496185",0.134615384615385,0.138221153846154,0.149038461538462,0.140625,0.140625,0.140625,0.140625
"201496186",0.222285277747463,0.233984502892066,0.268252755647714,0.302455527665612,0.246753246753247,0.271810542398778,0.249350649350649
"201496187",0.2578125,0.235026041666667,0.224609375,0.229817708333333,0.223307291666667,0.220703125,0.219401041666667
"201496188",0.35383502170767,0.384225759768452,0.47684515195369,0.476121562952243,0.464544138929088,0.465267727930535,0.465267727930535
"201496189",0.346986089644513,0.377125193199382,0.42967542503864,0.431993817619784,0.430448222565688,0.430448222565688,0.42967542503864
"201496190",0.322099612287504,0.39487026543394,0.422904861318222,0.419027736355503,0.430062630480167,0.42320310169997,0.427378467044438
