"HydroID","turf_1985_pct","turf_1990_pct","turf_1995_pct","turf_2002_pct","turf_2006_pct","turf_2010_pct","turf_2015_pct"
"201489237",0.0389182058047493,0.0455145118733509,0.0527704485488127,0.0554089709762533,0.0567282321899736,0.0567282321899736,0.0567282321899736
"201489238",0,0,0,0,0,0,0
"201489239",0,0,0,0,0,0,0
"201489240",0.00193771112513456,0.00206392219458777,0.00222725416682134,0.00221240580570919,0.00256876647240061,0.00259103901406882,0.00264300827796132
"201489241",0.0833005120126034,0.0831035840882237,0.0864513588026782,0.0864513588026782,0.0907837731390311,0.0907837731390311,0.0909807010634108
"201489243",0.047378640776699,0.052621359223301,0.0654368932038835,0.0689320388349515,0.0712621359223301,0.0712621359223301,0.0706796116504854
"201489244",0.0211433046202036,0.0266249021143305,0.0227094753328113,0.0305403288958496,0.0438527799530149,0.0563821456538763,0.0493343774471417
"201489247",0,0,0,0,0,0,0
"201489248",0.0414735866543095,0.0435588507877665,0.0444856348470806,0.0444856348470806,0.0484244670991659,0.0484244670991659,0.0484244670991659
"201489249",0.0159256801592568,0.0192435301924353,0.0192435301924353,0.0192435301924353,0.0232249502322495,0.0232249502322495,0.0232249502322495
"201489250",0.00235571260306243,0.00235571260306243,0.00235571260306243,0.00235571260306243,0.00471142520612485,0.00471142520612485,0.00471142520612485
"201489252",0.137931034482759,0.176975004561211,0.182083561393906,0.180259076810801,0.19029374201788,0.202700237182996,0.20762634555738
"201489253",0.0345659775696193,0.0365523405745898,0.0387289450956945,0.0402339668677791,0.0441203292688082,0.0443661333864802,0.0445050398903243
"201489255",0.0198087431693989,0.023224043715847,0.0239071038251366,0.0252732240437158,0.0273224043715847,0.0273224043715847,0.0273224043715847
"201489256",0.0693102299233589,0.0703098967010996,0.0753082305898034,0.0719760079973342,0.0759746751082972,0.076974341886038,0.0759746751082972
"201489258",0,0,0,0,0,0,0
"201489259",0.000565797538780706,0.000565797538780706,0.000895846103069452,0.00108444528266302,0.0012258946673582,0.0012258946673582,0.0012258946673582
"201489261",0,0,0,0,0,0,0
"201489262",0.00110864745011086,0.00221729490022173,0.00221729490022173,0.00221729490022173,0.00221729490022173,0.00221729490022173,0.00221729490022173
"201489263",0.0310606060606061,0.0329545454545455,0.0348484848484849,0.0356060606060606,0.0435606060606061,0.0435606060606061,0.0435606060606061
"201489264",0.0187144019528072,0.0214266341198807,0.020884187686466,0.0230539734201248,0.0246813127203689,0.0246813127203689,0.0246813127203689
"201489266",0,0,0,0,0,0,0
"201489267",0.0336791307245726,0.0353032294606219,0.0374200644490436,0.0386815836786301,0.0423560087362352,0.0425769891454995,0.0427028550096759
"201489268",0.116708229426434,0.148628428927681,0.160598503740648,0.160598503740648,0.165087281795511,0.165087281795511,0.165087281795511
