staSeq,date,reachLen,totalInd,sampYr,lev1Name,lev1Memb,lev2Name,lev2Memb,levPropNum
16942,1994-08-15,50,53,1994,5,1,NA,0,5
17108,1994-08-15,100,374,1994,3,0.75,4,0.25,3.25
17177,1994-08-15,50,61,1994,4,1,NA,0,4
16682,1994-08-16,158,73,1994,4,1,NA,0,4
16585,1994-08-16,50,23,1994,3,1,NA,0,3
17106,1994-08-16,96,91,1994,4,1,NA,0,4
16900,1994-08-16,100,129,1994,4,1,NA,0,4
15003,1994-08-16,100,367,1994,4,1,NA,0,4
17010,1994-08-16,50,93,1994,5,1,NA,0,5
14595,1994-08-17,150,724,1994,4,1,NA,0,4
16864,1994-08-17,185,502,1994,4,1,NA,0,4
16544,1994-08-24,100,81,1994,3,1,NA,0,3
16985,1994-08-24,103,16,1994,3,0.75,2,0.25,2.75
16508,1994-08-24,50,31,1994,3,1,NA,0,3
14866,1994-08-24,100,134,1994,3,1,NA,0,3
16451,1994-08-25,100,350,1994,3,0.57142857,2,0.428571429,2.571428567
17026,1994-08-25,50,70,1994,2,0.5,3,0.5,2.5
16814,1994-08-25,100,64,1994,4,0.666666667,5,0.33333333,4.333333317
15551,1994-08-26,150,270,1994,3,0.5,4,0.5,3.5
16987,1994-08-26,100,44,1994,5,0.95454545,4,0.045454545,4.954545432
16813,1994-08-26,50,21,1994,3,1,NA,0,3
16497,1994-08-26,100,96,1994,4,0.666666667,5,0.33333333,4.333333317
17114,1994-08-29,50,12,1994,3,0.75,2,0.25,2.75
15265,1994-08-30,192,57,1994,6,0.70467836,5,0.295321637,5.704678347
16243,1994-08-30,150,330,1994,4,0.944444444,5,0.05555556,4.055555578
15248,1994-08-30,150,358,1994,2,0.581005587,3,0.41899441,2.418994403
16888,1994-08-30,323,77,1994,5,1,NA,0,5
16468,1994-09-01,100,194,1994,4,1,NA,0,4
14585,1994-09-01,200,513,1994,3,0.75,4,0.25,3.25
16867,1994-09-09,150,686,1994,4,0.55830904,3,0.441690962,3.558309046
15066,1995-05-17,50,88,1995,3,0.88636364,2,0.113636364,2.886363647
15390,1995-08-09,150,102,1995,4,0.666666667,3,0.230392157,3.872549037
14652,1995-08-15,150,340,1995,3,0.5,4,0.5,3.5
14358,1999-06-21,150,203,1999,4,1,NA,0,4
14194,1999-06-22,150,359,1999,4,0.8321727,3,0.167827298,3.832172694
14226,1999-06-22,58,249,1999,3,1,NA,0,3
14474,1999-06-23,150,119,1999,4,0.97777778,3,0.022222222,3.977777787
14147,1999-06-24,158,238,1999,2,0.768907563,3,0.23109244,2.231092446
14361,1999-06-30,235,290,1999,4,1,NA,0,4
14284,1999-07-06,452,622,1999,3,1,NA,0,3
14201,1999-07-08,100,175,1999,5,1,NA,0,5
16551,1999-07-12,150,90,1999,5,1,NA,0,5
14288,1999-07-19,225,618,1999,4,1,NA,0,4
14982,1999-07-19,287,228,1999,5,0.66666667,4,0.333333333,4.666666683
14179,1999-07-23,150,508,1999,3,1,NA,0,3
14364,1999-07-26,125,407,1999,4,1,NA,0,4
14202,1999-07-26,150,255,1999,5,1,NA,0,5
14371,1999-07-26,166,333,1999,4,0.666666667,5,0.33333333,4.333333317
14413,1999-08-02,187,655,1999,3,1,NA,0,3
14138,1999-08-02,155,311,1999,3,0.87299035,2,0.127009646,2.872990343
14150,1999-08-09,150,558,1999,4,0.521505376,5,0.47849462,4.478494605
14348,1999-08-11,150,583,1999,3,0.75,4,0.25,3.25
14312,1999-08-25,150,172,1999,4,1,NA,0,4
14311,1999-08-25,184,254,1999,4,1,NA,0,4
14192,1999-09-04,100,61,1999,4,1,NA,0,4
14521,1999-09-04,100,71,1999,4,1,NA,0,4
14819,1999-09-04,85,91,1999,3,0.75274725,2,0.247252747,2.752747245
14820,1999-09-04,100,210,1999,4,1,NA,0,4
14821,1999-09-04,42,116,1999,5,1,NA,0,5
14520,1999-09-08,150,217,1999,3,0.630568356,4,0.36943164,3.369431629
14397,2000-06-19,183,302,2000,4,1,NA,0,4
14501,2000-06-19,100,63,2000,6,1,NA,0,6
14479,2000-06-19,230,575,2000,5,1,NA,0,5
14283,2000-06-20,320,430,2000,2,0.75,3,0.25,2.25
14583,2000-06-22,200,159,2000,4,1,NA,0,4
14444,2000-06-26,150,268,2000,4,0.567164179,5,0.43283582,4.432835816
14278,2000-06-27,170,140,2000,4,1,NA,0,4
14401,2000-06-28,103,89,2000,3,0.666666667,4,0.33333333,3.33333332
14400,2000-06-28,100,86,2000,3,0.5,4,0.5,3.5
14437,2000-06-29,130,132,2000,2,0.772727273,3,0.22727273,2.227272735
14436,2000-06-29,134,211,2000,3,1,NA,0,3
14465,2000-07-06,147,35,2000,5,1,NA,0,5
14303,2000-07-06,124,133,2000,2,0.62406015,3,0.37593985,2.375939851
14459,2000-07-12,205,142,2000,4,0.5,2,0.25,3.25
14713,2000-07-12,190,311,2000,3,0.72347267,2,0.276527331,2.723472672
14581,2000-07-13,172,366,2000,4,0.51821494,3,0.481785064,3.518214951
14580,2000-07-13,160,263,2000,3,1,NA,0,3
14394,2000-07-18,150,137,2000,4,1,NA,0,4
14582,2000-07-21,150,553,2000,4,1,NA,0,4
14329,2000-07-24,300,609,2000,4,0.875,5,0.125,4.125
14332,2000-07-24,345,340,2000,4,1,NA,0,4
14785,2000-07-24,200,66,2000,4,1,NA,0,4
14455,2000-07-25,124,318,2000,3,0.657142857,4,0.34285714,3.342857131
14456,2000-07-25,150,286,2000,4,1,NA,0,4
14716,2000-07-25,150,375,2000,4,1,NA,0,4
14502,2000-08-22,150,163,2000,5,1,NA,0,5
14446,2000-09-11,165,393,2000,3,1,NA,0,3
14984,2000-09-18,150,280,2000,4,1,NA,0,4
14668,2001-06-19,150,219,2001,4,1,NA,0,4
14667,2001-06-19,125,125,2001,5,0.82,4,0.18,4.82
14711,2001-06-20,150,360,2001,2,0.555555556,3,0.44444444,2.444444431
14712,2001-06-20,150,248,2001,3,0.583333333,4,0.41666667,3.41666668
14774,2001-06-22,50,53,2001,2,1,NA,0,2
14773,2001-06-22,88,10,2001,5,1,NA,0,5
14730,2001-06-22,122,40,2001,6,1,NA,0,6
14728,2001-06-22,124,35,2001,6,1,NA,0,6
14723,2001-06-22,40,50,2001,5,0.5,6,0.5,5.5
14273,2001-07-05,200,416,2001,4,0.97777778,3,0.022222222,3.977777787
14477,2001-07-05,100,349,2001,4,1,NA,0,4
14257,2001-07-09,100,116,2001,2,0.5,3,0.5,2.5
14256,2001-07-09,50,51,2001,2,0.5,3,0.5,2.5
14720,2001-07-12,105,113,2001,2,1,NA,0,2
14727,2001-07-12,150,60,2001,5,1,NA,0,5
14499,2001-07-12,141,128,2001,5,1,NA,0,5
14718,2001-07-12,68,30,2001,3,0.916666667,5,0.08333333,3.16666665
14317,2001-07-16,200,136,2001,5,0.91176471,4,0.088235294,4.911764726
14332,2001-07-16,208,445,2001,4,1,NA,0,4
14785,2001-07-16,182,161,2001,4,1,NA,0,4
14715,2001-07-17,190,357,2001,4,1,NA,0,4
14329,2001-07-17,266,249,2001,4,1,NA,0,4
14319,2001-07-17,325,728,2001,3,1,NA,0,3
14164,2001-07-18,75,62,2001,6,0.55376344,5,0.446236559,5.553763436
14722,2001-07-18,100,198,2001,3,0.916666667,4,0.08333333,3.08333332
14739,2001-07-18,150,372,2001,3,1,NA,0,3
14733,2001-07-18,102,125,2001,4,0.785714286,5,0.18095238,4.147619043
14263,2001-07-18,73,26,2001,4,0.78846154,3,0.211538462,3.788461545
14783,2001-07-27,80,49,2001,5,0.833333333,6,0.16666667,5.166666687
14467,2001-07-27,128,107,2001,3,1,NA,0,3
14726,2001-07-27,120,248,2001,3,1,NA,0,3
14463,2001-08-13,100,199,2001,3,1,NA,0,3
14462,2001-08-13,100,143,2001,4,0.944444444,5,0.05555556,4.055555578
14464,2001-08-17,150,360,2001,4,1,NA,0,4
14458,2001-08-17,150,106,2001,4,0.97777778,3,0.022222222,3.977777787
14842,2002-06-25,155,404,2002,4,1,NA,0,4
14839,2002-06-27,155,70,2002,3,0.976190476,5,0.02380952,3.047619029
14840,2002-06-27,168,38,2002,3,1,NA,0,3
14856,2002-06-28,150,72,2002,5,1,NA,0,5
14878,2002-07-01,150,131,2002,5,1,NA,0,5
14888,2002-07-01,150,342,2002,4,1,NA,0,4
14863,2002-07-01,157,34,2002,1,1,NA,0,1
14843,2002-07-02,150,236,2002,2,0.722222222,3,0.27777778,2.277777784
14862,2002-07-02,75,118,2002,5,1,NA,0,5
14879,2002-07-02,152,147,2002,4,1,NA,0,4
14859,2002-07-03,157,326,2002,3,1,NA,0,3
14860,2002-07-03,118,201,2002,2,0.75,3,0.25,2.25
14846,2002-07-08,150,209,2002,2,0.75,3,0.25,2.25
14845,2002-07-08,150,57,2002,3,1,NA,0,3
14844,2002-07-08,150,480,2002,3,0.5,4,0.5,3.5
14858,2002-07-11,150,222,2002,2,0.75,3,0.25,2.25
14857,2002-07-11,150,150,2002,1,1,NA,0,1
14854,2002-07-11,156,203,2002,5,1,NA,0,5
14865,2002-07-15,160,30,2002,5,1,NA,0,5
14866,2002-07-15,150,437,2002,3,1,NA,0,3
14329,2002-07-16,300,386,2002,4,1,NA,0,4
14316,2002-07-16,220,512,2002,5,1,NA,0,5
14848,2002-07-16,171,314,2002,5,1,NA,0,5
14715,2002-07-17,300,201,2002,5,1,NA,0,5
14317,2002-07-17,300,271,2002,5,0.92804428,4,0.07195572,4.928044278
14332,2002-07-17,300,533,2002,4,1,NA,0,4
14841,2002-07-18,350,733,2002,2,0.57366985,3,0.42633015,2.42633015
14851,2002-07-22,150,297,2002,5,1,NA,0,5
14852,2002-07-22,150,44,2002,5,1,NA,0,5
14850,2002-07-23,140,93,2002,2,0.72580645,1,0.274193548,1.725806448
14849,2002-07-23,150,359,2002,4,1,NA,0,4
14880,2002-07-25,150,195,2002,1,1,NA,0,1
14853,2002-09-05,170,349,2002,4,1,NA,0,4
14322,2002-09-20,200,425,2002,5,0.57058824,4,0.429411765,4.570588259
14321,2002-09-20,182,405,2002,5,1,NA,0,5
14999,2003-06-20,150,38,2003,3,0.97368421,2,0.026315789,2.973684209
15003,2003-06-20,150,131,2003,3,0.5,4,0.5,3.5
15024,2003-06-24,150,123,2003,2,0.577235772,3,0.42276423,2.422764235
15005,2003-06-24,150,449,2003,3,1,NA,0,3
15010,2003-06-25,150,30,2003,3,1,NA,0,3
14202,2003-06-26,110,171,2003,5,1,NA,0,5
15016,2003-06-26,173,47,2003,5,0.76595745,4,0.234042553,4.765957463
14998,2003-06-30,152,31,2003,5,1,NA,0,5
14996,2003-06-30,155,63,2003,4,0.944444444,5,0.05555556,4.055555578
14547,2003-07-02,125,91,2003,6,0.51831502,5,0.481684982,5.518315028
15014,2003-07-02,150,151,2003,3,1,NA,0,3
15012,2003-07-07,193,363,2003,3,1,NA,0,3
15017,2003-07-07,145,129,2003,2,1,NA,0,2
15000,2003-07-08,155,32,2003,4,1,NA,0,4
14686,2003-07-08,165,403,2003,3,0.74441687,2,0.255583127,2.744416863
15013,2003-07-09,184,293,2003,3,0.93856655,2,0.061433447,2.938566544
15020,2003-07-14,150,396,2003,3,1,NA,0,3
14332,2003-07-15,300,287,2003,5,1,NA,0,5
14329,2003-07-15,300,243,2003,5,1,NA,0,5
14317,2003-07-15,300,121,2003,5,1,NA,0,5
15062,2003-07-17,50,31,2003,2,1,NA,0,2
15063,2003-07-17,50,61,2003,2,1,NA,0,2
15035,2003-07-17,150,303,2003,2,0.5,3,0.5,2.5
15022,2003-07-17,150,112,2003,5,1,NA,0,5
15008,2003-07-18,160,61,2003,4,1,NA,0,4
15011,2003-07-18,152,34,2003,5,1,NA,0,5
15001,2003-07-22,150,104,2003,2,1,NA,0,2
14997,2003-07-22,150,276,2003,3,0.75,4,0.25,3.25
15015,2003-07-28,150,108,2003,5,1,NA,0,5
14241,2003-07-29,150,144,2003,4,0.90277778,3,0.097222222,3.902777787
14238,2003-07-29,150,228,2003,4,1,NA,0,4
15006,2003-07-29,150,392,2003,5,1,NA,0,5
15007,2003-07-29,157,380,2003,4,0.75,3,0.25,3.75
15023,2003-07-31,127,54,2003,5,1,NA,0,5
15018,2003-07-31,181,316,2003,4,0.99578059,3,0.004219409,3.995780588
14721,2003-08-04,150,127,2003,3,0.98425197,2,0.015748031,2.984251973
15004,2003-08-26,150,170,2003,5,1,NA,0,5
15505,2004-06-28,88,272,2004,1,0.632352941,2,0.36764706,1.367647061
15507,2004-06-28,155,148,2004,2,0.666666667,3,0.33333333,2.333333323
15508,2004-06-28,80,556,2004,2,0.557553957,3,0.44244604,2.442446034
15506,2004-06-28,137,27,2004,3,1,NA,0,3
15511,2004-06-29,125,340,2004,3,1,NA,0,3
14434,2004-06-29,194,174,2004,4,1,NA,0,4
15509,2004-06-29,50,61,2004,2,1,NA,0,2
15510,2004-06-29,105,384,2004,4,0.75,3,0.25,3.75
14484,2004-06-30,103,334,2004,2,0.75,3,0.25,2.25
15512,2004-06-30,80,232,2004,2,0.75,3,0.25,2.25
15172,2004-06-30,108,203,2004,3,1,NA,0,3
14602,2004-07-01,220,174,2004,2,1,NA,0,2
15514,2004-07-01,117,165,2004,3,0.5,4,0.5,3.5
15513,2004-07-01,100,114,2004,4,1,NA,0,4
15210,2004-07-01,80,145,2004,3,1,NA,0,3
15515,2004-07-02,103,217,2004,3,0.75,2,0.218894009,2.812211978
15516,2004-07-02,146,177,2004,2,0.858757062,3,0.14124294,2.141242944
15240,2004-07-02,127,127,2004,3,0.5,2,0.405511811,2.688976382
14587,2004-07-06,150,497,2004,4,1,NA,0,4
14277,2004-07-06,150,60,2004,3,0.777777778,4,0.22222222,3.222222213
14599,2004-07-06,150,162,2004,4,1,NA,0,4
15517,2004-07-07,111,357,2004,3,0.75,4,0.25,3.25
15519,2004-07-07,75,212,2004,2,0.5,3,0.5,2.5
15518,2004-07-07,100,242,2004,2,1,NA,0,2
15520,2004-07-09,105,130,2004,1,1,NA,0,1
15306,2004-07-09,58,31,2004,2,1,NA,0,2
14442,2004-07-13,160,123,2004,2,0.5,3,0.5,2.5
15522,2004-07-14,150,233,2004,4,0.90772532,3,0.092274678,3.907725314
15523,2004-07-15,240,585,2004,3,0.5982906,2,0.401709402,2.598290603
14589,2004-07-16,160,189,2004,3,0.92592593,2,0.074074074,2.925925938
14314,2004-07-16,100,184,2004,4,0.75,3,0.25,3.75
14590,2004-07-16,137,155,2004,4,0.5,2,0.25,3.25
15176,2004-07-16,150,159,2004,4,1,NA,0,4
15528,2004-07-22,120,259,2004,3,0.75,4,0.25,3.25
14435,2004-07-27,67,284,2004,3,0.72535211,2,0.274647887,2.725352105
14591,2004-07-28,150,62,2004,3,0.5,4,0.5,3.5
15529,2004-08-03,150,1023,2004,3,0.93792766,2,0.062072336,2.937927653
15531,2004-08-17,168,506,2004,3,0.75,4,0.25,3.25
15532,2004-08-17,56,50,2004,2,1,NA,0,2
14597,2004-08-19,115,98,2004,4,1,NA,0,4
14456,2004-08-20,150,907,2004,4,1,NA,0,4
14455,2004-08-20,85,220,2004,4,0.95454545,3,0.045454545,3.954545436
15530,2004-08-24,150,727,2004,3,1,NA,0,3
14584,2004-08-26,180,362,2004,4,0.75,3,0.25,3.75
15558,2004-08-26,57,203,2004,4,0.51108374,3,0.488916256,3.511083728
15164,2004-08-27,126,411,2004,3,0.72323601,4,0.27676399,3.276763989
14470,2004-09-10,150,121,2004,3,1,NA,0,3
14444,2005-06-13,206,189,2005,5,1,NA,0,5
15680,2005-06-15,82,185,2005,3,1,NA,0,3
15679,2005-06-15,168,80,2005,3,1,NA,0,3
15678,2005-06-15,100,201,2005,4,1,NA,0,4
14442,2005-06-15,115,176,2005,2,1,NA,0,2
15700,2005-06-27,109,269,2005,4,0.75,3,0.25,3.75
15699,2005-06-27,98,262,2005,2,0.904580153,3,0.09541985,2.095419855
14349,2005-06-27,59,144,2005,3,1,NA,0,3
15701,2005-06-27,122,258,2005,3,1,NA,0,3
15704,2005-06-30,134,195,2005,3,1,NA,0,3
15703,2005-06-30,245,128,2005,3,0.53125,4,0.46875,3.46875
15702,2005-06-30,145,167,2005,3,0.99101796,2,0.008982036,2.991017952
15716,2005-07-12,150,36,2005,5,1,NA,0,5
15715,2005-07-12,150,63,2005,5,0.685185185,6,0.31481481,5.314814786
15714,2005-07-12,150,56,2005,5,1,NA,0,5
14277,2005-07-13,112,162,2005,3,0.520576132,4,0.47942387,3.479423875
15711,2005-07-13,156,110,2005,2,0.681818182,3,0.31818182,2.318181824
15710,2005-07-13,142,448,2005,3,1,NA,0,3
14589,2005-07-14,156,221,2005,3,1,NA,0,3
14590,2005-07-14,133,340,2005,3,0.83333333,2,0.166666667,2.833333323
15713,2005-07-14,165,151,2005,3,1,NA,0,3
14275,2005-07-15,113,364,2005,4,1,NA,0,4
14594,2005-07-15,195,356,2005,3,0.715355805,4,0.28464419,3.284644176
15151,2005-07-15,117,248,2005,3,0.70564516,2,0.294354839,2.705645157
14599,2005-07-20,134,466,2005,3,0.986409156,4,0.01359084,3.013590828
15717,2005-07-20,130,400,2005,3,1,NA,0,3
15718,2005-07-20,83,129,2005,3,1,NA,0,3
14600,2005-07-25,80,191,2005,3,0.75,4,0.25,3.25
15719,2005-07-25,60,339,2005,4,0.79006883,3,0.20993117,3.79006883
15720,2005-07-25,60,116,2005,2,0.722222222,3,0.27777778,2.277777784
15516,2005-07-27,138,608,2005,3,1,NA,0,3
14825,2005-07-28,150,527,2005,4,0.883301708,5,0.11669829,4.116698281
14316,2005-07-28,220,1207,2005,4,1,NA,0,4
14322,2005-07-28,150,416,2005,4,1,NA,0,4
15726,2005-07-29,150,1581,2005,3,0.96552815,2,0.034471853,2.965528157
14317,2005-08-01,300,572,2005,5,0.86363636,4,0.136363636,4.863636345
14332,2005-08-01,300,1715,2005,4,0.7,3,0.3,3.7
14329,2005-08-01,300,272,2005,4,0.566176471,5,0.43382353,4.433823532
14584,2005-08-23,175,598,2005,4,1,NA,0,4
15390,2006-06-05,100,13,2006,5,1,NA,0,5
17899,2006-06-05,110,17,2006,5,1,NA,0,5
17896,2006-06-05,180,25,2006,5,1,NA,0,5
15531,2006-06-12,222,107,2006,3,0.75,4,0.25,3.25
14223,2006-06-12,280,24,2006,3,0.657142857,4,0.34285714,3.342857131
17772,2006-06-13,80,58,2006,6,1,NA,0,6
17742,2006-06-13,130,123,2006,3,0.5,4,0.5,3.5
18064,2006-06-13,70,104,2006,3,0.5,4,0.5,3.5
17816,2006-06-13,160,10,2006,5,0.833333333,6,0.16666667,5.166666687
17813,2006-06-13,110,31,2006,2,1,NA,0,2
15971,2006-06-14,30,51,2006,5,1,NA,0,5
15970,2006-06-14,100,142,2006,4,1,NA,0,4
15969,2006-06-14,181,103,2006,4,0.75,3,0.25,3.75
14804,2006-06-14,116,361,2006,4,1,NA,0,4
14520,2006-06-15,230,377,2006,4,0.77851459,3,0.221485411,3.778514593
14521,2006-06-15,113,27,2006,3,0.675925926,4,0.32407407,3.324074058
14434,2006-06-15,205,79,2006,4,1,NA,0,4
14792,2006-06-16,142,183,2006,4,0.65482696,3,0.345173042,3.654826966
15976,2006-06-16,167,98,2006,3,1,NA,0,3
15413,2006-06-19,115,247,2006,4,1,NA,0,4
15965,2006-06-19,183,112,2006,2,1,NA,0,2
14576,2006-06-19,199,181,2006,4,0.875,5,0.125,4.125
14458,2006-06-21,107,43,2006,4,0.75,3,0.25,3.75
14467,2006-06-21,130,21,2006,3,0.579365079,4,0.42063492,3.420634918
16029,2006-06-21,78,134,2006,4,0.7,3,0.3,3.7
14464,2006-06-21,168,78,2006,4,1,NA,0,4
14404,2006-06-22,124,145,2006,4,0.55747126,3,0.442528736,3.557471247
14355,2006-06-22,148,328,2006,3,0.70121951,2,0.298780488,2.701219506
14870,2006-06-22,178,132,2006,3,1,NA,0,3
15005,2006-06-23,112,403,2006,4,0.85980149,3,0.140198511,3.859801493
15860,2006-06-23,110,193,2006,3,0.75,4,0.25,3.25
15138,2006-06-23,161,250,2006,4,1,NA,0,4
14482,2006-06-23,97,148,2006,5,0.84459459,2,0.155405405,4.533783761
17992,2006-07-07,129,59,2006,5,1,NA,0,5
15859,2006-07-07,105,295,2006,4,0.7,3,0.3,3.7
14444,2006-07-10,127,80,2006,5,1,NA,0,5
15357,2006-07-10,150,128,2006,4,1,NA,0,4
16718,2006-07-10,165,108,2006,6,1,NA,0,6
15857,2006-07-10,160,563,2006,5,1,NA,0,5
15858,2006-07-10,150,143,2006,4,1,NA,0,4
15087,2006-07-11,150,168,2006,4,0.57936508,3,0.420634921,3.579365082
15986,2006-07-11,150,133,2006,2,0.883458647,3,0.11654135,2.116541343
15854,2006-07-11,150,369,2006,3,0.911020777,4,0.08897922,3.088979211
15855,2006-07-11,150,108,2006,3,1,NA,0,3
14472,2006-07-12,130,55,2006,4,1,NA,0,4
15856,2006-07-12,200,162,2006,3,1,NA,0,3
15987,2006-07-12,147,94,2006,4,1,NA,0,4
15988,2006-07-13,92,151,2006,5,1,NA,0,5
15990,2006-07-13,110,14,2006,1,1,NA,0,1
15989,2006-07-13,97,41,2006,3,0.5,4,0.5,3.5
15966,2006-07-14,163,131,2006,3,1,NA,0,3
15992,2006-07-14,140,84,2006,2,0.595238095,3,0.4047619,2.40476189
15991,2006-07-14,148,79,2006,4,1,NA,0,4
14316,2006-07-17,220,197,2006,5,1,NA,0,5
14317,2006-07-17,300,163,2006,5,1,NA,0,5
15993,2006-07-18,150,623,2006,3,1,NA,0,3
14156,2006-07-19,108,138,2006,5,1,NA,0,5
15079,2006-07-19,71,44,2006,4,1,NA,0,4
14360,2006-07-19,116,144,2006,4,1,NA,0,4
15017,2006-07-19,80,22,2006,3,0.75,4,0.25,3.25
15994,2006-07-19,154,117,2006,3,1,NA,0,3
15995,2006-07-19,72,82,2006,5,1,NA,0,5
14195,2006-07-19,162,245,2006,3,1,NA,0,3
14711,2006-07-20,85,172,2006,3,0.74418605,2,0.255813953,2.744186057
15998,2006-07-20,89,84,2006,3,0.75,4,0.25,3.25
15997,2006-07-20,55,212,2006,5,1,NA,0,5
15576,2006-07-20,112,190,2006,3,0.960526316,4,0.03947368,3.039473667
15996,2006-07-20,155,158,2006,3,0.832278481,4,0.16772152,3.167721523
17997,2006-07-21,100,16,2006,4,0.666666667,5,0.33333333,4.333333317
15319,2006-07-21,145,203,2006,3,0.935139573,4,0.06486043,3.064860439
15169,2006-07-21,105,158,2006,3,1,NA,0,3
15964,2006-07-21,135,279,2006,2,0.5,3,0.5,2.5
17793,2006-07-24,240,33,2006,2,0.666666667,5,0.33333333,2.999999983
16192,2006-07-24,150,71,2006,2,0.666666667,3,0.33333333,2.333333323
14247,2006-07-24,160,196,2006,3,0.806122449,4,0.19387755,3.193877547
17945,2006-07-25,100,28,2006,3,1,NA,0,3
17951,2006-07-25,150,55,2006,2,1,NA,0,2
17926,2006-07-25,50,28,2006,1,1,NA,0,1
17949,2006-07-25,76,43,2006,2,1,NA,0,2
14453,2006-07-26,175,25,2006,3,1,NA,0,3
17888,2006-07-26,50,63,2006,2,1,NA,0,2
14209,2006-07-26,100,99,2006,2,0.5,3,0.5,2.5
14230,2006-07-26,130,73,2006,3,1,NA,0,3
14248,2006-07-26,179,135,2006,4,0.68518519,3,0.314814815,3.685185204
16002,2006-07-27,82,57,2006,4,0.666666667,5,0.33333333,4.333333317
16000,2006-07-27,100,36,2006,5,0.833333333,6,0.16666667,5.166666687
15999,2006-07-27,107,170,2006,5,1,NA,0,5
16001,2006-07-27,50,21,2006,6,1,NA,0,6
14341,2006-07-28,200,357,2006,3,0.75,4,0.25,3.25
16003,2006-07-28,143,308,2006,4,0.564935065,5,0.43506494,4.43506496
16004,2006-07-28,100,276,2006,4,0.75,3,0.25,3.75
16013,2006-07-31,114,54,2006,4,0.777777778,5,0.22222222,4.222222211
16014,2006-07-31,158,58,2006,5,0.70689655,4,0.293103448,4.706896543
16015,2006-07-31,100,68,2006,3,1,NA,0,3
14488,2006-07-31,150,143,2006,3,1,NA,0,3
14293,2006-08-01,129,214,2006,3,0.5,4,0.5,3.5
14687,2006-08-02,500,71,2006,5,0.666666667,6,0.33333333,5.333333313
14445,2006-08-04,160,382,2006,3,0.98167539,2,0.018324607,2.981675385
15978,2006-08-04,120,17,2006,5,1,NA,0,5
16023,2006-08-04,125,13,2006,2,1,NA,0,2
15210,2006-08-09,155,245,2006,3,0.98979592,2,0.010204082,2.989795923
14129,2006-08-09,155,86,2006,6,1,NA,0,6
18127,2006-08-09,150,75,2006,3,1,NA,0,3
18125,2006-08-09,150,62,2006,6,1,NA,0,6
18126,2006-08-09,155,46,2006,6,1,NA,0,6
15516,2006-08-11,150,242,2006,3,0.995867769,4,0.00413223,3.004132226
14441,2006-08-11,150,237,2006,3,1,NA,0,3
17482,2006-08-14,425,334,2006,5,1,NA,0,5
14710,2006-08-18,181,394,2006,3,0.56091371,2,0.439086294,2.560913719
15091,2006-08-21,100,76,2006,4,1,NA,0,4
14584,2006-08-22,175,35,2006,6,1,NA,0,6
14813,2006-08-23,200,77,2006,6,0.66666667,5,0.333333333,5.666666687
17804,2006-08-23,100,52,2006,3,1,NA,0,3
17803,2006-08-23,127,116,2006,4,1,NA,0,4
17805,2006-08-23,93,136,2006,4,1,NA,0,4
14183,2006-08-30,105,116,2006,3,0.5,4,0.5,3.5
15057,2006-09-01,267,256,2006,4,0.75,3,0.25,3.75
17831,2006-09-01,50,11,2006,5,1,NA,0,5
18050,2006-09-01,303,372,2006,2,0.663978495,3,0.33602151,2.336021519
17354,2006-09-05,50,22,2006,3,1,NA,0,3
14366,2006-09-05,305,114,2006,4,1,NA,0,4
17826,2006-09-05,50,12,2006,5,0.833333333,6,0.16666667,5.166666687
17829,2006-09-05,50,15,2006,2,1,NA,0,2
17825,2006-09-05,50,25,2006,4,0.666666667,5,0.33333333,4.333333317
17830,2006-09-05,50,14,2006,2,1,NA,0,2
15065,2006-09-05,140,105,2006,4,1,NA,0,4
17833,2006-09-05,50,19,2006,3,0.565789474,4,0.43421053,3.434210541
17834,2006-09-05,50,14,2006,3,1,NA,0,3
14800,2006-09-08,150,350,2006,5,1,NA,0,5
14456,2006-09-08,150,392,2006,4,1,NA,0,4
14628,2006-09-08,213,131,2006,3,0.767175573,4,0.23282443,3.232824438
15035,2006-09-14,150,219,2006,4,1,NA,0,4
17889,2006-09-15,76,166,2006,4,1,NA,0,4
17462,2006-09-18,420,45,2006,6,1,NA,0,6
14277,2006-09-19,105,69,2006,4,0.876811594,5,0.12318841,4.123188427
16046,2006-09-22,142,136,2006,2,0.75,3,0.25,2.25
16048,2006-09-22,120,304,2006,2,0.5,3,0.48684211,2.473684225
16047,2006-09-22,147,268,2006,2,0.75,3,0.25,2.25
16204,2006-10-24,50,161,2006,5,1,NA,0,5
18124,2006-10-24,61,61,2006,5,1,NA,0,5
17994,2007-05-21,75,83,2007,1,1,NA,0,1
17995,2007-05-21,75,120,2007,1,1,NA,0,1
16114,2007-06-08,125,139,2007,3,1,NA,0,3
16075,2007-06-08,166,156,2007,4,0.75,3,0.25,3.75
16117,2007-06-08,130,30,2007,1,1,NA,0,1
16116,2007-06-08,168,21,2007,1,1,NA,0,1
14150,2007-06-12,130,315,2007,6,1,NA,0,6
16145,2007-06-12,100,637,2007,5,1,NA,0,5
16146,2007-06-12,163,231,2007,4,1,NA,0,4
14226,2007-06-14,191,573,2007,3,1,NA,0,3
15193,2007-06-14,121,184,2007,3,0.5,4,0.5,3.5
14473,2007-06-14,164,124,2007,3,1,NA,0,3
14472,2007-06-14,175,91,2007,4,0.84798535,3,0.152014652,3.847985356
16124,2007-06-15,100,59,2007,2,0.75,3,0.25,2.25
16125,2007-06-15,101,42,2007,1,1,NA,0,1
